RECORDING_SESSION_LABEL	TRIAL_INDEX	DATA_FILE	EYE_USED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_20	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_COUNT_23	IA_FSA_DURATION_20	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_FSA_DURATION_23	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	bg_code	bg_name	calibration	condition	dog_session	frame_rate	session_number	stimulus_duration	sub_id	trial_number	trial_type	video_file
CB_2	2	CB_2.edf	RIGHT	RECORDING_SESSION	70685.83	5274.71	534	2864	0.17	FALSE	.	160	1	.	.	1	353	0	508.9	414.9	1	160	512	0.0476	1	146.9	.	353	.	.	.	.	.	0.3333	7	2	2	.	1	937	3274	.	1123	.	20	.	FIXATION_TRIGGER	613	5	18251	588.7	309	1517	18863	0.0952	2	92.3	-424.7	17321	1.72	-32.82	18250	19	18225	362	1	1	6131	4875	.	1	2	0	0	0	0	160	662	5	387	2	6771	573.1	396.4	711	7521	0.0952	2	211.1	92.3	6771	160	0	534	.	324	2	7198	504	335.9	292	12534	0.0476	1	85.3	379.2	12243	234	ELLIPSE	"[20, 21, 0, 23, 20, 0, 23, 0, 20, 23, 20, 21, 0, 20, 0]"	TRUE	1483739	1	video	TRUE	1464717	Fixations	16847	21	3	Trial: 2	1464364	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_2	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	CA	30-2	30.3	2	19000	30	2	cong	CA_100.mp4
CB_2	2	CB_2.edf	RIGHT	RECORDING_SESSION	177536.4	5198.17	759	5089	0.3021	TRUE	19024	534	2	20	[20]	2	569	1	724.3	323	1	534	1102	0.0476	1	163.3	52.1	569	6.2	16.24	568	1	513	0.2857	6	0	0	.	0	0	0	.	0	.	21	11	approaching_agent	904	5	17321	454.3	282.6	904	18224	0.0476	1	174.3	-225.7	17321	9.55	168.61	17320	18	17220	561	1	1	5822	4583	.	0	0	0	0	0	0	534	790	5	325	2	6771	573.1	396.4	619	7521	0.0952	2	88.1	291.3	6771	534	0	549	0	294	2	7198	504	335.9	292	12534	0.0476	1	167.3	578.2	12243	95	RECTANGLE	"[20, 21, 0, 23, 20, 0, 23, 0, 20, 23, 20, 21, 0, 20, 0]"	TRUE	1483739	1	video	TRUE	1464717	Fixations	16847	21	3	Trial: 2	1464364	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_2	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	CA	30-2	30.3	2	19000	30	2	cong	CA_100.mp4
CB_2	2	CB_2.edf	RIGHT	RECORDING_SESSION	207832	5358	759	7398	0.4391	TRUE	19024	549	5	.	"[21, 20]"	4	2644	2	369.7	280.9	1	3654	6714	0.1429	3	350.7	-1004.4	2644	19.75	-178.16	2643	4	2459	0.2857	6	2	0	.	3	571	0	.	3135	.	23	2	inviting_agent	1123	3	12604	242.7	324.2	1123	13726	0.0476	1	213.7	-428.3	12604	6.35	172.72	12603	14	12535	19	1	0	5704	5120	.	0	0	1	2	1	2	12843	395	3	1373	1	3222	224.9	292.2	2621	11527	0.0952	2	221.9	-1114.9	8856	7399	0	.	0	1732	1	4982	269.7	253.4	1123	13726	0.0476	1	213.7	-428.3	12604	95	RECTANGLE	"[20, 21, 0, 23, 20, 0, 23, 0, 20, 23, 20, 21, 0, 20, 0]"	TRUE	1483739	1	video	TRUE	1464717	Fixations	16847	21	3	Trial: 2	1464364	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_2	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	CA	30-2	30.3	2	19000	30	2	cong	CA_100.mp4
CB_3	1	CB_3.edf	RIGHT	RECORDING_SESSION	70685.83	5983.5	534	645	0.0712	FALSE	.	169	1	.	.	1	314	0	569.6	443.6	1	169	482	0.0588	1	207.6	.	314	.	.	.	.	.	0.1176	2	0	.	.	.	0	.	.	.	.	20	.	FIXATION_TRIGGER	476	2	5064	600.8	280.7	476	5539	0.0588	1	238.8	-182	5064	2.89	-66.48	5063	8	4953	362	1	1	6006	5961	.	0	0	0	0	0	0	645	662	2	476	2	5064	600.8	280.7	476	5539	0.0588	1	238.8	-182	5064	645	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	234	ELLIPSE	"[20, 0, 20, 0]"	TRUE	862910	1	video	TRUE	852894	Fixations	9062	17	1	Trial: 1	852580	1	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_3	1	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	fam	30-Mar	30.3	3	10000	30	1	fam	fam_100.mp4
CB_3	2	CB_3.edf	RIGHT	RECORDING_SESSION	70685.83	5899	534	2715	0.1568	FALSE	.	966	1	.	.	1	337	0	533.1	418.3	1	2715	3072	0.1	2	171.1	.	337	.	.	.	.	.	0.1	2	1	0	1	.	1749	0	218	.	.	20	.	FIXATION_TRIGGER	1749	1	1324	656.7	364.6	2715	3072	0.1	2	171.1	.	337	1.41	-11.14	1323	1	1303	362	1	1	5920	5878	.	0	0	0	0	0	0	2715	662	1	1749	1	1324	656.7	364.6	.	.	.	.	.	.	.	2715	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	234	ELLIPSE	"[20, 22, 21, 0, 22, 0, 22, 0, 22]"	TRUE	882940	1	video	TRUE	863941	Fixations	17314	20	3	Trial: 2	863604	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_3	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	CG	30-Mar	30.3	3	19000	30	3	incong	CG_100.mp4
CB_3	2	CB_3.edf	RIGHT	RECORDING_SESSION	170574.22	5788.6	759	5061	0.2923	TRUE	19023	1749	2	20	[20]	2	1324	1	656.7	364.6	0	1749	3072	0.05	1	95.7	27.9	1324	1.41	-11.14	1323	1	1303	0.25	5	0	3	0	.	0	3258	0	.	.	21	9	leaving_agent	2159	2	8425	957.7	177	3312	10614	0.2	4	97.2	287.7	6656	2.31	169.09	8424	11	8384	561	0	0	5971	5499	.	1	1	0	0	0	0	3838	790	2	455	2	6656	659.7	246.4	3312	10614	0.2	4	97.2	287.7	6656	3838	1	.	0	324	2	7257	748.7	221.5	.	.	.	.	.	.	.	95	RECTANGLE	"[20, 22, 21, 0, 22, 0, 22, 0, 22]"	TRUE	882940	1	video	TRUE	863941	Fixations	17314	20	3	Trial: 2	863604	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_3	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	CG	30-Mar	30.3	3	19000	30	3	incong	CG_100.mp4
CB_3	2	CB_3.edf	RIGHT	RECORDING_SESSION	207832	6704.64	759	9993	0.5772	TRUE	19024	218	3	20	[20]	2	3151	2	220.7	274.3	1	3265	6596	0.3	6	201.7	-637.7	3151	13.02	170.95	3150	2	3073	0.55	11	0	1	7	.	0	580	4646	.	.	22	2	inviting_agent	444	4	18893	271.1	251.4	444	19336	0.05	1	242.1	-329.3	18893	2.38	172.45	18892	19	18854	19	0	0	7126	6463	.	0	0	1	1	1	1	13831	395	4	760	1	3380	258.9	267.7	5540	17448	0.15	3	147.6	-405.3	11142	9993	0	.	0	408	1	4188	115.7	212	744	18661	0.05	1	181.8	49.2	17918	95	RECTANGLE	"[20, 22, 21, 0, 22, 0, 22, 0, 22]"	TRUE	882940	1	video	TRUE	863941	Fixations	17314	20	3	Trial: 2	863604	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_3	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	CG	30-Mar	30.3	3	19000	30	3	incong	CG_100.mp4
CB_4	1	CB_4.edf	RIGHT	RECORDING_SESSION	70685.83	4958.67	534	495	0.0654	FALSE	.	200	1	.	.	1	6030	0	404.9	292.1	1	200	6229	0.0667	1	42.9	.	6030	.	.	.	.	.	0.2	3	1	.	.	.	270	.	.	.	.	20	.	FIXATION_TRIGGER	270	2	12584	506.6	316.9	295	12853	0.1333	2	153.7	-302.8	11196	0	180	12583	11	11221	362	1	1	5259	4782	.	0	0	0	0	0	0	495	662	2	25	2	11196	515.7	314.9	295	12853	0.1333	2	153.7	-302.8	11196	495	0	.	.	270	2	12584	506.6	316.9	.	.	.	.	.	.	.	234	ELLIPSE	"[20, 0, 20, 0]"	TRUE	747601	1	video	TRUE	737587	Fixations	7571	15	1	Trial: 1	731557	1	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_4	1	FALSE	"(255, 255, 255, 255)"	white	w_mouse64.mp4	fam	30-Apr	30.3	4	10000	30	1	fam	fam_100.mp4
CB_4	2	CB_4.edf	RIGHT	RECORDING_SESSION	70685.83	5244.67	534	2668	0.1681	FALSE	.	300	1	.	.	1	6706	0	595.7	468.4	1	300	7005	0.0526	1	233.7	.	6706	.	.	.	.	.	0.1579	3	0	1	1	.	0	529	1335	.	.	20	.	FIXATION_TRIGGER	2227	3	20777	418.9	306.4	2227	23003	0.0526	1	56.9	490.9	20777	0.64	-83.67	20776	13	20076	362	1	1	5636	4975	.	1	1	0	0	0	0	300	662	3	141	2	11187	411.4	361.8	141	11327	0.0526	1	49.4	-30.7	11187	300	0	529	.	2227	3	20777	418.9	306.4	2227	23003	0.0526	1	56.9	490.9	20777	234	ELLIPSE	"[20, 21, 0, 22, 20, 22, 21, 0, 22, 0, 20, 0, 21, 0, 22]"	TRUE	774050	1	video	TRUE	755027	Fixations	15873	19	3	Trial: 2	748321	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_4	2	FALSE	"(255, 255, 255, 255)"	white	w_mouse64.mp4	GG	30-Apr	30.3	4	19000	30	4	cong	GG_100.mp4
CB_4	2	CB_4.edf	RIGHT	RECORDING_SESSION	170574.22	5068.5	759	5550	0.3497	TRUE	19023	270	1	.	.	1	6706	0	595.7	468.4	1	769	7574	0.1053	2	34.7	.	6706	.	.	.	.	.	0.3158	6	0	2	0	.	0	4442	0	.	.	21	9	leaving_agent	420	3	24156	938.7	281	420	24575	0.0526	1	167.7	158.1	24156	15.99	-11.86	24155	15	24049	561	1	1	5290	4796	.	1	1	0	0	0	0	529	790	3	499	1	7046	767.7	364.5	4361	17668	0.1579	3	132.1	325.2	12933	529	0	1187	0	179	2	12933	693.1	305	420	24575	0.0526	1	167.7	158.1	24156	95	RECTANGLE	"[20, 21, 0, 22, 20, 22, 21, 0, 22, 0, 20, 0, 21, 0, 22]"	TRUE	774050	1	video	TRUE	755027	Fixations	15873	19	3	Trial: 2	748321	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_4	2	FALSE	"(255, 255, 255, 255)"	white	w_mouse64.mp4	GG	30-Apr	30.3	4	19000	30	4	cong	GG_100.mp4
CB_4	2	CB_4.edf	RIGHT	RECORDING_SESSION	208828	5661.17	759	4115	0.2592	TRUE	19024	1187	4	.	"[21, 20]"	4	8658	2	287.1	317.4	1	2363	11045	0.1053	2	213.1	-800.4	8658	17.57	177.57	8657	3	8469	0.3158	6	1	1	2	.	141	211	1225	.	.	22	4	pointing_agent	50	4	25680	232.3	268.1	257	25729	0.1053	2	37	-1241.6	25410	6.37	42.55	25679	18	25617	74	1	0	6556	5096	.	0	0	1	2	1	2	11555	450	4	1176	1	9870	392.7	284.4	1335	12859	0.0526	1	161.8	-337.4	11525	4114	0	.	0	1335	2	11525	235.8	370.9	160	19150	0.0526	1	43.3	-274.4	18991	95	RECTANGLE	"[20, 21, 0, 22, 20, 22, 21, 0, 22, 0, 20, 0, 21, 0, 22]"	TRUE	774050	1	video	TRUE	755027	Fixations	15873	19	3	Trial: 2	748321	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	CB_4	2	FALSE	"(255, 255, 255, 255)"	white	w_mouse64.mp4	GG	30-Apr	30.3	4	19000	30	4	cong	GG_100.mp4
Danny_1	1	Danny_1.edf	RIGHT	RECORDING_SESSION	70685.83	2045	534	261	0.0291	FALSE	.	261	1	.	.	1	696	0	523.6	319.4	1	261	956	0.0333	1	161.6	.	696	.	.	.	.	.	0.0333	1	0	.	.	.	0	.	.	.	.	20	.	FIXATION_TRIGGER	261	1	696	523.6	319.4	261	956	0.0333	1	161.6	.	696	.	.	.	.	.	362	1	1	2045	2045	.	0	0	0	0	0	0	261	662	1	.	.	.	.	.	.	.	.	.	.	.	.	261	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	234	ELLIPSE	"[20, 0]"	TRUE	7565564	1	video	TRUE	7555546	Fixations	8968	30	1	Trial: 1	7554850	1	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_1	1	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	fam	22-Jan	30.3	1	10000	22	1	fam	fam_100.mp4
Danny_1	2	Danny_1.edf	RIGHT	RECORDING_SESSION	70685.83	2383.86	534	7747	0.439	FALSE	.	189	1	.	.	1	480	0	435.6	434.5	1	189	668	0.04	1	73.6	.	480	.	.	.	.	.	0.28	7	2	1	4	.	3550	773	2311	.	.	20	.	FIXATION_TRIGGER	947	5	17736	555.2	272.5	947	18682	0.04	1	193.2	-27.1	17736	4.79	-1.15	17735	23	17688	362	1	1	2742	2252	.	1	4	0	0	0	0	189	662	5	379	2	2636	594.7	313.2	379	3014	0.04	1	232.7	-423.2	2636	189	0	.	.	2141	3	6606	624.8	339	3088	9735	0.08	2	262.8	-369.9	6606	234	ELLIPSE	"[20, 22, 21, 20, 22, 0, 22, 21, 20, 22, 21, 20, 22, 0, 21, 20, 21]"	TRUE	7585738	1	video	TRUE	7566717	Fixations	17647	25	3	Trial: 2	7566237	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_1	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	GA	22-Jan	30.3	1	19000	22	1	incong	GA_100.mp4
Danny_1	2	Danny_1.edf	RIGHT	RECORDING_SESSION	177536.4	2470.18	759	9701	0.5497	TRUE	19024	842	4	22	"[22, 20]"	3	1742	2	785.2	134.2	0	1221	3014	0.08	2	224.2	292.3	1742	17.41	16.29	1741	3	1647	0.44	11	4	2	0	.	4008	1541	0	.	.	21	11	approaching_agent	774	6	18728	358.9	258.5	774	19501	0.04	1	78.9	5.8	18728	4.82	-179.43	18727	24	18683	561	0	0	3166	2233	.	1	3	0	0	1	4	1221	790	6	379	1	2636	594.7	313.2	3052	9735	0.12	3	170.9	289.9	5698	842	1	.	0	856	2	5698	731.9	123.5	1045	11956	0.08	2	13.5	320.7	10893	95	RECTANGLE	"[20, 22, 21, 20, 22, 0, 22, 21, 20, 22, 21, 20, 22, 0, 21, 20, 21]"	TRUE	7585738	1	video	TRUE	7566717	Fixations	17647	25	3	Trial: 2	7566237	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_1	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	GA	22-Jan	30.3	1	19000	22	1	incong	GA_100.mp4
Danny_1	2	Danny_1.edf	RIGHT	RECORDING_SESSION	208828	2608.22	759	4430	0.251	TRUE	19024	189	1	.	.	1	480	0	435.6	434.5	1	1057	1646	0.12	3	361.6	.	480	.	.	.	.	.	0.36	9	0	3	3	.	0	1959	1134	.	.	22	4	pointing_agent	497	5	15268	163.1	440.1	497	15764	0.04	1	134.1	-339.3	15268	6.4	-156.3	15267	18	15210	74	0	0	2945	2289	.	0	0	1	3	1	3	16323	450	5	304	1	717	282.1	597.3	1027	4181	0.12	3	183	-520.7	3078	4243	0	.	0	564	1	1083	268.7	272.3	796	5607	0.04	1	197.1	55	4810	95	RECTANGLE	"[20, 22, 21, 20, 22, 0, 22, 21, 20, 22, 21, 20, 22, 0, 21, 20, 21]"	TRUE	7585738	1	video	TRUE	7566717	Fixations	17647	25	3	Trial: 2	7566237	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_1	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	GA	22-Jan	30.3	1	19000	22	1	incong	GA_100.mp4
Danny_2	1	Danny_2.edf	RIGHT	RECORDING_SESSION	70685.83	2162.33	534	558	0.0627	FALSE	.	275	1	.	.	1	267	0	613.2	379.9	1	275	541	0.0417	1	251.2	.	267	.	.	.	.	.	0.125	3	0	.	.	.	0	.	.	.	.	20	.	FIXATION_TRIGGER	145	3	2845	550.9	269.6	145	2989	0.0417	1	188.9	-300.4	2845	2.52	131.01	2844	8	2817	362	1	1	2349	1919	.	0	0	0	0	0	0	558	662	3	138	2	1416	432.4	401.6	138	1553	0.0417	1	70.4	-361.8	1416	558	0	.	.	145	3	2845	550.9	269.6	145	2989	0.0417	1	188.9	-300.4	2845	234	ELLIPSE	"[20, 0, 20, 0, 20, 0]"	TRUE	4144839	1	video	TRUE	4134823	Fixations	8896	24	1	Trial: 1	4134556	1	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_2	1	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	fam	22-Feb	30.3	2	10000	22	1	fam	fam_100.mp4
Danny_2	2	Danny_2.edf	RIGHT	RECORDING_SESSION	70685.83	2019	534	248	0.0142	FALSE	.	248	1	.	.	1	238	0	502.7	387.6	1	248	485	0.0435	1	140.7	.	238	.	.	.	.	.	0.0435	1	0	0	1	.	0	0	2124	.	.	20	.	FIXATION_TRIGGER	248	1	238	502.7	387.6	248	485	0.0435	1	140.7	.	238	.	.	.	.	.	362	1	1	2019	2019	.	0	0	0	0	0	0	248	662	1	.	.	.	.	.	.	.	.	.	.	.	.	248	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	234	ELLIPSE	"[20, 22, 0, 21, 22, 21, 0, 21, 0, 22, 0, 21, 0]"	TRUE	4164817	1	video	TRUE	4145793	Fixations	17506	23	3	Trial: 2	4145555	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_2	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	GG	22-Feb	30.3	2	19000	22	2	cong	GG_100.mp4
Danny_2	2	Danny_2.edf	RIGHT	RECORDING_SESSION	170574.22	2187.33	759	3091	0.1766	TRUE	19023	282	6	.	"[22, 20]"	4	4811	2	701.9	254.6	0	282	5092	0.0435	1	140.9	-390.9	4811	6.75	177.7	4810	5	4765	0.2609	6	0	2	1	.	0	847	669	.	.	21	9	leaving_agent	432	4	16951	780.3	411.9	432	17382	0.0435	1	9.3	270.1	16951	14.85	-13.48	16950	20	16859	561	0	0	2519	1972	.	1	1	0	0	0	0	282	790	4	315	2	6513	660.9	239.6	1040	7838	0.1304	3	98.4	391.1	6513	282	1	.	0	354	2	6947	756.2	463.9	1337	9801	0.0435	1	42.7	-689.8	8465	95	RECTANGLE	"[20, 22, 0, 21, 22, 21, 0, 21, 0, 22, 0, 21, 0]"	TRUE	4164817	1	video	TRUE	4145793	Fixations	17506	23	3	Trial: 2	4145555	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_2	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	GG	22-Feb	30.3	2	19000	22	2	cong	GG_100.mp4
Danny_2	2	Danny_2.edf	RIGHT	RECORDING_SESSION	208828	2461	759	7118	0.4066	TRUE	19024	2124	2	20	[20]	2	556	1	248.4	635.2	1	3263	3890	0.087	2	174.4	-428.7	556	11.38	-139.5	555	1	486	0.3043	7	0	1	4	.	0	379	4024	.	.	22	4	pointing_agent	2013	3	12592	246	373.5	2658	14604	0.1304	3	140	-619	11893	1.35	39.03	12591	17	12567	74	0	0	2726	2145	.	0	0	1	1	1	1	10395	450	3	1139	1	2752	320.7	265.2	1197	6418	0.087	2	171.9	-627.9	5165	7118	0	.	0	669	2	5165	245.9	369.6	2658	14604	0.1304	3	140	-619	11893	95	RECTANGLE	"[20, 22, 0, 21, 22, 21, 0, 21, 0, 22, 0, 21, 0]"	TRUE	4164817	1	video	TRUE	4145793	Fixations	17506	23	3	Trial: 2	4145555	3	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_2	2	FALSE	"(255, 255, 255, 255)"	white	w_minion64.mp4	GG	22-Feb	30.3	2	19000	22	2	cong	GG_100.mp4
Danny_3	1	Danny_3.edf	RIGHT	RECORDING_SESSION	70685.83	2747.5	534	373	0.0409	FALSE	.	219	1	.	.	1	653	0	520.1	467.7	1	219	871	0.0526	1	158.1	.	653	.	.	.	.	.	0.1053	2	0	.	.	.	0	.	.	.	.	20	.	FIXATION_TRIGGER	154	2	7705	558.6	309	154	7858	0.0526	1	196.6	135.7	7705	9.07	-9.15	7704	13	7617	362	1	1	3028	2467	.	0	0	0	0	0	0	373	662	2	154	2	7705	558.6	309	154	7858	0.0526	1	196.6	135.7	7705	373	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	234	ELLIPSE	"[20, 0, 20, 0]"	TRUE	2522438	1	video	TRUE	2512417	Fixations	9128	19	1	Trial: 1	2511764	1	"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]"	"(512, 384)"	.	0	Danny_3	1	FALSE	"(255, 255, 255, 255)"	white	w_fly64.mp4	fam	22-Mar	30.3	3	10000	22	1	fam	fam_100.mp4
